OTU,Kingdom,Phylum,Class,Order,Family,Genus,primary_lifestyle,Secondary_lifestyle,Endophytic_interaction_capability_template,Decay_substrate_template,Aquatic_habitat_template,Growth_form_template,Fruitbody_type_template,Hymenium_type_template
OTU_60,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,litter_saprotroph,foliar_endophyte,foliar_endophyte,leaf/fruit/seed,partly_freshwater_(partly_non-aquatic),filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_62,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_65,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,0,filamentous_mycelium,0,0
OTU_68,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_69,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_70,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_71,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,plant_pathogen,wood_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_72,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_73,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_74,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,plant_pathogen,foliar_endophyte,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_77,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,plant_pathogen,0,foliar_endophyte,"leaf/fruit/seed,roots,soil,animal_material",0,filamentous_mycelium,0,0
OTU_78,Fungi,Ascomycota,Dothideomycetes,,,Peltaster,plant_pathogen,0,0,0,0,filamentous_mycelium,0,0
OTU_79,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_82,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Sphaerulina,litter_saprotroph,plant_pathogen,0,leaf/fruit/seed,non-aquatic,thallus_photosynthetic,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_84,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_85,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_87,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_88,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Fraxinicola,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_91,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_92,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_93,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neoantennariellaceae,Cippumomyces,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_99,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,0,filamentous_mycelium,0,0
OTU_101,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Dothidotthia,plant_pathogen,wood_saprotroph,foliar_endophyte,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_102,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_103,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,unspecified_saprotroph,wood_saprotroph,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_106,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Paradevriesiaceae,Paradevriesia,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_107,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Gnomoniaceae,Ophiognomonia,plant_pathogen,0,0,0,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_108,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraophiobolus,litter_saprotroph,wood_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_109,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_111,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Monilinia,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth
OTU_112,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Stomiopeltis,epiphyte,unspecified_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_113,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Alpinaria,plant_pathogen,wood_saprotroph,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_114,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_115,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_116,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_117,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,litter_saprotroph,plant_pathogen,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_118,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Amorosiaceae,Angustimassarina,mycoparasite,0,0,"wood,fungal_material",0,filamentous_mycelium,0,0
OTU_119,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Knufia,soil_saprotroph,rock-inhabiting,0,"leaf/fruit/seed,soil,animal_material",non-aquatic,dimorphic_yeast,0,0
OTU_120,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_121,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,animal_parasite,animal_decomposer,0,animal_material,non-aquatic,filamentous_mycelium,0,0
OTU_122,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_124,Fungi,Ascomycota,Dothideomycetes,Zeloasperisporiales,Zeloasperisporiaceae,Zeloasperisporium,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_127,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_128,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_131,Fungi,Ascomycota,Leotiomycetes,Helotiales,,Cryptocline,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,none,none
OTU_134,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,other,0
OTU_136,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,litter_saprotroph,0,0,leaf/fruit/seed,partly_aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_138,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_139,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_140,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Piniphoma,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_141,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_145,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,plant_pathogen,wood_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_146,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Strelitzianaceae,Strelitziana,plant_pathogen,0,0,0,non-aquatic,filamentous_mycelium,0,0
OTU_147,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps,plant_pathogen,0,0,0,0,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_148,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_149,Fungi,Ascomycota,Dothideomycetes,Myriangiales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_150,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_151,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,other,0
OTU_152,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Muriphaeosphaeria,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_153,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_154,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_155,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_158,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,wood_saprotroph,0,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_159,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Phaeothecoidiellaceae,Neochaetothyrina,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_161,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_162,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_163,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Uwebraunia,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_164,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_166,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed
OTU_167,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_168,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_171,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_172,Fungi,Ascomycota,Dothideomycetes,,,Peltaster,plant_pathogen,0,0,0,0,filamentous_mycelium,0,0
OTU_173,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Galiicola,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_174,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Ascochyta,plant_pathogen,0,0,0,partly_aquatic,filamentous_mycelium,0,0
OTU_176,Fungi,Ascomycota,Dothideomycetes,Acrospermales,Acrospermaceae,Oomyces,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_178,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_179,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,Sarcinomyces,foliar_endophyte,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,dimorphic_yeast,0,0
OTU_180,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Vacuiphoma,animal_parasite,0,no_endophytic_capacity,animal_material,0,filamentous_mycelium,0,0
OTU_183,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,Arthrocatena,soil_saprotroph,rock-inhabiting,0,soil,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_185,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_186,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_187,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_188,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_189,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_190,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_191,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_192,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed
OTU_194,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_195,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Diatrypella,plant_pathogen,0,0,0,0,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_197,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_199,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Paramycosphaerella,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_201,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_202,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_204,Fungi,Ascomycota,Dothideomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_206,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_207,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_210,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_212,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_214,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,partly_marine_(partly_non-aquatic),filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_216,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_217,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraconiothyrium,unspecified_saprotroph,wood_saprotroph,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_218,Fungi,Ascomycota,Dothideomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_220,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Stomiopeltis,epiphyte,unspecified_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_221,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_222,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unspecified_saprotroph,0,foliar_endophyte,"leaf/fruit/seed,soil,dung,animal_material",partly_aquatic,filamentous_mycelium,0,0
OTU_224,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Dissoconium,litter_saprotroph,plant_pathogen,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_227,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_229,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_230,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_234,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_235,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_240,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,0,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_241,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,Neovaginatispora,wood_saprotroph,0,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_242,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Coniothyriaceae,Coniothyrium,plant_pathogen,0,0,"leaf/fruit/seed,fungal_material",0,filamentous_mycelium,0,0
OTU_243,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_245,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_246,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_248,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,0,filamentous_mycelium,0,0
OTU_249,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Selenophoma,wood_saprotroph,0,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_250,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Wojnowiciella,litter_saprotroph,wood_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,0,0
OTU_251,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Stagonospora,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,other,0
OTU_252,Fungi,Ascomycota,Dothideomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_253,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pyrenophora,plant_pathogen,wood_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_256,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_257,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Montagnula,wood_saprotroph,0,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_258,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,litter_saprotroph,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_262,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_263,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,,Candida,nectar/tap_saprotroph,0,0,sugar-rich_substrates,partly_aquatic,yeast,none,none
